studyno,version,caseno,year,country,weight_g,v241,religion,abnotjust
4800,"4.0.0 (2016-04-15)",564,"2009","Great Britain",.6790205204432702,2,"Anglican",9
4800,"4.0.0 (2016-04-15)",568,"2009","Great Britain",1.040183799197067,"never","Anglican",10
4800,"4.0.0 (2016-04-15)",569,"2009","Great Britain",.7579958615031236,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",572,"2009","Great Britain",1.040183799197067,"never","No religion",10
4800,"4.0.0 (2016-04-15)",574,"2009","Great Britain",.6790205204432702,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",575,"2009","Great Britain",.7579958615031236,"never","Other Christian",10
4800,"4.0.0 (2016-04-15)",576,"2009","Great Britain",.9425397462447694,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",577,"2009","Great Britain",1.209533274992583,7,"Anglican",4
4800,"4.0.0 (2016-04-15)",580,"2009","Great Britain",1.299695014132564,"never","No religion",10
4800,"4.0.0 (2016-04-15)",581,"2009","Great Britain",1.299695014132564,9,"No religion",2
4800,"4.0.0 (2016-04-15)",584,"2009","Great Britain",.8661983524200078,"always","No religion",1
4800,"4.0.0 (2016-04-15)",586,"2009","Great Britain",.8661983524200078,2,"No religion",9
4800,"4.0.0 (2016-04-15)",587,"2009","Great Britain",1.209533274992583,"never","Anglican",10
4800,"4.0.0 (2016-04-15)",588,"2009","Great Britain",.7323928077123191,8,"Other Christian",3
4800,"4.0.0 (2016-04-15)",590,"2009","Great Britain",.7859194547405713,6,"Other Christian",5
4800,"4.0.0 (2016-04-15)",596,"2009","Great Britain",1.299695014132564,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",603,"2009","Great Britain",.9425397462447694,2,"Other religion",9
4800,"4.0.0 (2016-04-15)",606,"2009","Great Britain",.6790205204432702,7,"Catholic",4
4800,"4.0.0 (2016-04-15)",607,"2009","Great Britain",.7323928077123191,5,"No religion",6
4800,"4.0.0 (2016-04-15)",608,"2009","Great Britain",1.500110953084694,5,"Other religion",6
4800,"4.0.0 (2016-04-15)",611,"2009","Great Britain",1.75475403187852,3,"Catholic",8
4800,"4.0.0 (2016-04-15)",613,"2009","Great Britain",.8661983524200078,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",619,"2009","Great Britain",1.299695014132564,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",621,"2009","Great Britain",.7859194547405713,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",622,"2009","Great Britain",.6790205204432702,5,"Catholic",6
4800,"4.0.0 (2016-04-15)",636,"2009","Great Britain",.8661983524200078,3,"Anglican",8
4800,"4.0.0 (2016-04-15)",637,"2009","Great Britain",1.003008025971925,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",638,"2009","Great Britain",1.209533274992583,"never","No religion",10
4800,"4.0.0 (2016-04-15)",643,"2009","Great Britain",.7579958615031236,6,"No religion",5
4800,"4.0.0 (2016-04-15)",645,"2009","Great Britain",.7323928077123191,6,"No religion",5
4800,"4.0.0 (2016-04-15)",646,"2009","Great Britain",.7859194547405713,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",652,"2009","Great Britain",.8661983524200078,3,"No religion",8
4800,"4.0.0 (2016-04-15)",653,"2009","Great Britain",.9425397462447694,6,"No religion",5
4800,"4.0.0 (2016-04-15)",654,"2009","Great Britain",1.003008025971925,7,"No religion",4
4800,"4.0.0 (2016-04-15)",656,"2009","Great Britain",1.500110953084694,7,"Anglican",4
4800,"4.0.0 (2016-04-15)",659,"2009","Great Britain",.6790205204432702,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",664,"2009","Great Britain",1.040183799197067,3,"Catholic",8
4800,"4.0.0 (2016-04-15)",666,"2009","Great Britain",.8661983524200078,7,"Catholic",4
4800,"4.0.0 (2016-04-15)",671,"2009","Great Britain",.8958804002394816,4,"Anglican",7
4800,"4.0.0 (2016-04-15)",672,"2009","Great Britain",.9425397462447694,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",675,"2009","Great Britain",.6790205204432702,4,"No religion",7
4800,"4.0.0 (2016-04-15)",677,"2009","Great Britain",.8958804002394816,9,"No religion",2
4800,"4.0.0 (2016-04-15)",678,"2009","Great Britain",1.084849030222249,5,"No religion",6
4800,"4.0.0 (2016-04-15)",679,"2009","Great Britain",.7323928077123191,6,"No religion",5
4800,"4.0.0 (2016-04-15)",681,"2009","Great Britain",1.040183799197067,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",682,"2009","Great Britain",.8958804002394816,"never","No religion",10
4800,"4.0.0 (2016-04-15)",687,"2009","Great Britain",1.75475403187852,5,"No religion",6
4800,"4.0.0 (2016-04-15)",689,"2009","Great Britain",1.003008025971925,5,"Catholic",6
4800,"4.0.0 (2016-04-15)",693,"2009","Great Britain",1.75475403187852,5,"No religion",6
4800,"4.0.0 (2016-04-15)",698,"2009","Great Britain",1.209533274992583,7,"No religion",4
4800,"4.0.0 (2016-04-15)",700,"2009","Great Britain",1.040183799197067,"always","Catholic",1
4800,"4.0.0 (2016-04-15)",705,"2009","Great Britain",.7859194547405713,"never","No religion",10
4800,"4.0.0 (2016-04-15)",706,"2009","Great Britain",1.299695014132564,5,"No religion",6
4800,"4.0.0 (2016-04-15)",707,"2009","Great Britain",.8958804002394816,"always","Catholic",1
4800,"4.0.0 (2016-04-15)",708,"2009","Great Britain",.8661983524200078,"never","No religion",10
4800,"4.0.0 (2016-04-15)",712,"2009","Great Britain",1.003008025971925,"always","Other religion",1
4800,"4.0.0 (2016-04-15)",730,"2009","Great Britain",1.040183799197067,8,"No religion",3
4800,"4.0.0 (2016-04-15)",731,"2009","Great Britain",1.299695014132564,8,"No religion",3
4800,"4.0.0 (2016-04-15)",765,"2009","Great Britain",.7323928077123191,2,"Anglican",9
4800,"4.0.0 (2016-04-15)",767,"2009","Great Britain",.7579958615031236,7,"Anglican",4
4800,"4.0.0 (2016-04-15)",768,"2009","Great Britain",1.003008025971925,7,"No religion",4
4800,"4.0.0 (2016-04-15)",769,"2009","Great Britain",1.084849030222249,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",772,"2009","Great Britain",1.299695014132564,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",775,"2009","Great Britain",1.299695014132564,7,"No religion",4
4800,"4.0.0 (2016-04-15)",776,"2009","Great Britain",.8661983524200078,6,"No religion",5
4800,"4.0.0 (2016-04-15)",777,"2009","Great Britain",1.084849030222249,5,"Catholic",6
4800,"4.0.0 (2016-04-15)",778,"2009","Great Britain",1.084849030222249,"never","No religion",10
4800,"4.0.0 (2016-04-15)",784,"2009","Great Britain",1.500110953084694,"always","No religion",1
4800,"4.0.0 (2016-04-15)",792,"2009","Great Britain",.7323928077123191,"never","Anglican",10
4800,"4.0.0 (2016-04-15)",796,"2009","Great Britain",.8661983524200078,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",799,"2009","Great Britain",1.299695014132564,"never","No religion",10
4800,"4.0.0 (2016-04-15)",800,"2009","Great Britain",1.084849030222249,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",804,"2009","Great Britain",.6790205204432702,"never","Other religion",10
4800,"4.0.0 (2016-04-15)",808,"2009","Great Britain",1.084849030222249,"always","No religion",1
4800,"4.0.0 (2016-04-15)",811,"2009","Great Britain",.8958804002394816,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",816,"2009","Great Britain",1.040183799197067,5,"No religion",6
4800,"4.0.0 (2016-04-15)",817,"2009","Great Britain",.6790205204432702,"never","No religion",10
4800,"4.0.0 (2016-04-15)",824,"2009","Great Britain",.6790205204432702,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",842,"2009","Great Britain",1.040183799197067,3,"Anglican",8
4800,"4.0.0 (2016-04-15)",847,"2009","Great Britain",1.209533274992583,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",848,"2009","Great Britain",.7859194547405713,8,"No religion",3
4800,"4.0.0 (2016-04-15)",853,"2009","Great Britain",.8661983524200078,8,"Catholic",3
4800,"4.0.0 (2016-04-15)",854,"2009","Great Britain",.8958804002394816,5,"Other religion",6
4800,"4.0.0 (2016-04-15)",855,"2009","Great Britain",.8661983524200078,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",857,"2009","Great Britain",1.299695014132564,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",859,"2009","Great Britain",.7323928077123191,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",862,"2009","Great Britain",1.084849030222249,"never","Anglican",10
4800,"4.0.0 (2016-04-15)",863,"2009","Great Britain",1.003008025971925,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",864,"2009","Great Britain",1.209533274992583,"always","Anglican",1
4800,"4.0.0 (2016-04-15)",865,"2009","Great Britain",.8661983524200078,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",866,"2009","Great Britain",.9425397462447694,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",868,"2009","Great Britain",1.209533274992583,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",869,"2009","Great Britain",1.209533274992583,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",872,"2009","Great Britain",.7579958615031236,3,"Anglican",8
4800,"4.0.0 (2016-04-15)",877,"2009","Great Britain",.7579958615031236,4,"Other Christian",7
4800,"4.0.0 (2016-04-15)",878,"2009","Great Britain",.7579958615031236,7,"Other Christian",4
4800,"4.0.0 (2016-04-15)",879,"2009","Great Britain",1.299695014132564,5,"No religion",6
4800,"4.0.0 (2016-04-15)",883,"2009","Great Britain",1.084849030222249,"never","Other religion",10
4800,"4.0.0 (2016-04-15)",885,"2009","Great Britain",.7579958615031236,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",894,"2009","Great Britain",1.75475403187852,4,"No religion",7
4800,"4.0.0 (2016-04-15)",897,"2009","Great Britain",.7579958615031236,2,"No religion",9
4800,"4.0.0 (2016-04-15)",898,"2009","Great Britain",.9425397462447694,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",901,"2009","Great Britain",.8958804002394816,9,"No religion",2
4800,"4.0.0 (2016-04-15)",906,"2009","Great Britain",.7323928077123191,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",911,"2009","Great Britain",1.040183799197067,5,"Other religion",6
4800,"4.0.0 (2016-04-15)",914,"2009","Great Britain",.8661983524200078,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",921,"2009","Great Britain",.8958804002394816,"always","Anglican",1
4800,"4.0.0 (2016-04-15)",925,"2009","Great Britain",1.500110953084694,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",926,"2009","Great Britain",1.084849030222249,7,"No religion",4
4800,"4.0.0 (2016-04-15)",929,"2009","Great Britain",1.75475403187852,"never","No religion",10
4800,"4.0.0 (2016-04-15)",930,"2009","Great Britain",.6790205204432702,3,"Catholic",8
4800,"4.0.0 (2016-04-15)",936,"2009","Great Britain",.7323928077123191,"never","Anglican",10
4800,"4.0.0 (2016-04-15)",937,"2009","Great Britain",1.500110953084694,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",939,"2009","Great Britain",.7323928077123191,2,"Anglican",9
4800,"4.0.0 (2016-04-15)",941,"2009","Great Britain",1.500110953084694,5,"No religion",6
4800,"4.0.0 (2016-04-15)",942,"2009","Great Britain",.8661983524200078,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",943,"2009","Great Britain",.8661983524200078,9,"No religion",2
4800,"4.0.0 (2016-04-15)",946,"2009","Great Britain",1.299695014132564,7,"No religion",4
4800,"4.0.0 (2016-04-15)",947,"2009","Great Britain",1.209533274992583,6,"Other Christian",5
4800,"4.0.0 (2016-04-15)",949,"2009","Great Britain",1.500110953084694,"never","No religion",10
4800,"4.0.0 (2016-04-15)",951,"2009","Great Britain",.7323928077123191,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",952,"2009","Great Britain",.9425397462447694,5,"No religion",6
4800,"4.0.0 (2016-04-15)",953,"2009","Great Britain",.7323928077123191,9,"Anglican",2
4800,"4.0.0 (2016-04-15)",954,"2009","Great Britain",1.299695014132564,"never","Other religion",10
4800,"4.0.0 (2016-04-15)",956,"2009","Great Britain",.8661983524200078,"always","No religion",1
4800,"4.0.0 (2016-04-15)",957,"2009","Great Britain",.7323928077123191,2,"Anglican",9
4800,"4.0.0 (2016-04-15)",961,"2009","Great Britain",1.040183799197067,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",962,"2009","Great Britain",1.084849030222249,7,"No religion",4
4800,"4.0.0 (2016-04-15)",963,"2009","Great Britain",1.75475403187852,"always","Anglican",1
4800,"4.0.0 (2016-04-15)",967,"2009","Great Britain",1.003008025971925,5,"No religion",6
4800,"4.0.0 (2016-04-15)",973,"2009","Great Britain",1.084849030222249,"always","No religion",1
4800,"4.0.0 (2016-04-15)",979,"2009","Great Britain",1.75475403187852,5,"No religion",6
4800,"4.0.0 (2016-04-15)",983,"2009","Great Britain",1.003008025971925,3,"Catholic",8
4800,"4.0.0 (2016-04-15)",995,"2009","Great Britain",.9425397462447694,5,"No religion",6
4800,"4.0.0 (2016-04-15)",1003,"2009","Great Britain",.9425397462447694,8,"No religion",3
4800,"4.0.0 (2016-04-15)",1006,"2009","Great Britain",.9425397462447694,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",1010,"2009","Great Britain",.9425397462447694,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",1014,"2009","Great Britain",.7859194547405713,9,"Anglican",2
4800,"4.0.0 (2016-04-15)",1016,"2009","Great Britain",.7323928077123191,7,"Anglican",4
4800,"4.0.0 (2016-04-15)",1018,"2009","Great Britain",1.75475403187852,"always","No religion",1
4800,"4.0.0 (2016-04-15)",1021,"2009","Great Britain",.7323928077123191,6,"Anglican",5
4800,"4.0.0 (2016-04-15)",1023,"2009","Great Britain",.7323928077123191,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",1026,"2009","Great Britain",.8958804002394816,6,"Catholic",5
4800,"4.0.0 (2016-04-15)",1027,"2009","Great Britain",.6790205204432702,6,"No religion",5
4800,"4.0.0 (2016-04-15)",1030,"2009","Great Britain",1.003008025971925,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",1032,"2009","Great Britain",.9425397462447694,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",1034,"2009","Great Britain",.6790205204432702,8,"Anglican",3
4800,"4.0.0 (2016-04-15)",1041,"2009","Great Britain",1.500110953084694,"never","Catholic",10
4800,"4.0.0 (2016-04-15)",1046,"2009","Great Britain",.7579958615031236,5,"No religion",6
4800,"4.0.0 (2016-04-15)",1049,"2009","Great Britain",1.040183799197067,7,"No religion",4
4800,"4.0.0 (2016-04-15)",1080,"2009","Great Britain",.7323928077123191,4,"No religion",7
4800,"4.0.0 (2016-04-15)",1081,"2009","Great Britain",.7323928077123191,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",1082,"2009","Great Britain",.8661983524200078,6,"No religion",5
4800,"4.0.0 (2016-04-15)",1085,"2009","Great Britain",.7579958615031236,3,"No religion",8
4800,"4.0.0 (2016-04-15)",1096,"2009","Great Britain",.7859194547405713,5,"No religion",6
4800,"4.0.0 (2016-04-15)",1099,"2009","Great Britain",1.209533274992583,5,"Anglican",6
4800,"4.0.0 (2016-04-15)",1104,"2009","Great Britain",.8958804002394816,"always","Anglican",1
4800,"4.0.0 (2016-04-15)",1117,"2009","Great Britain",.6790205204432702,2,"Anglican",9
4800,"4.0.0 (2016-04-15)",1128,"2009","Great Britain",.7323928077123191,2,"Other Christian",9
4800,"4.0.0 (2016-04-15)",1142,"2009","Great Britain",.7859194547405713,"never","Other religion",10
4800,"4.0.0 (2016-04-15)",1147,"2009","Great Britain",1.75475403187852,5,"No religion",6
4800,"4.0.0 (2016-04-15)",1153,"2009","Great Britain",.8958804002394816,9,"Anglican",2
